FREQ,Frequency,REF_AREA,Territory,DATA_TYPE_AGGR,Aggregate,VALUATION,Valuation (DESC),ADJUSTMENT,Adjustment (DESC),EDITION,Edition (DESC),TIME_PERIOD,Observation,OBS_STATUS,Observation status,NOTE_REF_AREA,Territory (NOTE_REF_AREA),NOTE_DATA_TYPE_AGGR,Aggregate (NOTE_DATA_TYPE_AGGR),NOTE_VALUATION,Valuation (NOTE_VALUATION),NOTE_ADJUSTMENT,Adjustment (NOTE_ADJUSTMENT),NOTE_EDITION,Edition (NOTE_EDITION),BASE_PER,Base year,UNIT_MEAS,Measure unit,UNIT_MULT,Multiplication unit
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2018-Q4,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2019-Q1,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2019-Q2,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2019-Q3,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2019-Q4,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2020-Q1,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2020-Q2,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2020-Q3,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2020-Q4,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2021-Q1,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2021-Q2,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2021-Q3,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2021-Q4,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2022-Q1,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2022-Q2,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2022-Q3,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2022-Q4,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2023-Q1,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2023-Q2,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2023-Q3,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2023-Q4,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2024-Q1,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2024-Q2,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2024-Q3,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2024-Q4,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2025-Q1,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_1,OUTPUT APPROACH,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,2025-Q2,..,t,Title for the grouping,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,,,,
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1996-Q1,402945,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1996-Q2,403617.7,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1996-Q3,404415.9,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1996-Q4,403024.2,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1997-Q1,404186.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1997-Q2,410584,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1997-Q3,412505.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1997-Q4,418612.9,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1998-Q1,416498,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1998-Q2,418999.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1998-Q3,419321.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1998-Q4,418007.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1999-Q1,420023.3,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1999-Q2,421656.9,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1999-Q3,426042.5,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
Q,Quarterly,IT,Italy,B1GQ_B_W2_S1,Gross domestic product at market prices,L_2020,Chain linked - reference year 2020,Y,Seasonally adjusted data,2025M8,Aug-2025,1999-Q4,432350.7,,,,,,,VAL__L_2020_N1,Chain linked - reference year 2020: chained-linking provides a measure of the economic aggregate of interest in volume terms. Notice that the chain linked subaggregates of an aggregate do not add up to the chain linked aggregate itself.,CORREZ__Y_N1,Seasonal adjusted data:are net of infra–annual seasonal fluctuations. Seasonal adjusted data are to be intended as seasonal and calendar adjusted wherever calendar effects are present. Calendar and seasonal adjustment are made using the Tramo–Seats procedure.,,,,,EURO,Euro,6,Millions
